,Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
6466,LENOX HILL HOSPITAL,330119,NY,READM-30-HF-HRRP,650,1.003,23.2,23.1,151.0,07/01/2010,06/30/2013
9498,SOUTH GEORGIA MEDICAL CENTER,110122,GA,READM-30-COPD-HRRP,650,0.9619,18.7,19.5,119.0,07/01/2010,06/30/2013
13607,CAPE COD HOSPITAL,220012,MA,READM-30-HIP-KNEE-HRRP,650,0.7706,4.1,5.3,22.0,07/01/2010,06/30/2013
1845,BETHESDA NORTH,360179,OH,READM-30-COPD-HRRP,650,1.091,22.7,20.8,154.0,07/01/2010,06/30/2013
6616,NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-HF-HRRP,651,1.0007,24.0,23.9,156.0,07/01/2010,06/30/2013
12411,ST BERNARDS MEDICAL CENTER,40020,AR,READM-30-HF-HRRP,651,0.9,19.5,21.7,121.0,07/01/2010,06/30/2013
2651,BEVERLY HOSPITAL CORPORATION,220033,MA,READM-30-COPD-HRRP,651,1.0688,21.1,19.7,142.0,07/01/2010,06/30/2013
8146,INDIANA UNIVERSITY HEALTH,150056,IN,READM-30-PN-HRRP,651,0.9802,20.2,20.6,130.0,07/01/2010,06/30/2013
6412,ST FRANCIS HOSPITAL,440183,TN,READM-30-HF-HRRP,651,1.0038,21.0,20.9,137.0,07/01/2010,06/30/2013
6406,LAWRENCE & MEMORIAL HOSPITAL,70007,CT,READM-30-COPD-HRRP,651,1.0038,19.8,19.7,129.0,07/01/2010,06/30/2013
13438,INDIAN RIVER MEDICAL CENTER,100105,FL,READM-30-PN-HRRP,651,0.8233,13.6,16.5,77.0,07/01/2010,06/30/2013
10181,BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-AMI-HRRP,652,0.9515,15.7,16.5,100.0,07/01/2010,06/30/2013
7024,LAS PALMAS MEDICAL CENTER,450107,TX,READM-30-HF-HRRP,652,0.9951,23.7,23.8,154.0,07/01/2010,06/30/2013
12772,MERITER HOSPITAL,520089,WI,READM-30-HF-HRRP,652,0.8824,17.8,20.2,109.0,07/01/2010,06/30/2013
1543,GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-PN-HRRP,652,1.1019,21.5,19.5,146.0,07/01/2010,06/30/2013
3124,COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-AMI-HRRP,652,1.0584,17.0,16.1,114.0,07/01/2010,06/30/2013
8358,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,520096,WI,READM-30-HF-HRRP,652,0.9775,22.0,22.5,142.0,07/01/2010,06/30/2013
7163,MEDSTAR UNION MEMORIAL HOSPITAL,210024,MD,READM-30-AMI-HRRP,653,0.9932,19.4,19.5,126.0,07/01/2010,06/30/2013
875,MEMORIAL MEDICAL CENTER,390110,PA,READM-30-HF-HRRP,653,1.1367,26.5,23.3,181.0,07/01/2010,06/30/2013
1886,RIVERVIEW MEDICAL CENTER,310034,NJ,READM-30-HF-HRRP,653,1.0898,26.1,24.0,176.0,07/01/2010,06/30/2013
12949,KANSAS CITY ORTHOPAEDIC INSTITUTE,170188,KS,READM-30-HIP-KNEE-HRRP,653,0.8725,3.4,3.9,20.0,07/01/2010,06/30/2013
3951,WHITE COUNTY MEDICAL CENTER,40014,AR,READM-30-HF-HRRP,654,1.0422,22.3,21.4,148.0,07/01/2010,06/30/2013
4826,HOWARD COUNTY GENERAL HOSPITAL,210048,MD,READM-30-COPD-HRRP,654,1.0277,21.2,20.7,141.0,07/01/2010,06/30/2013
5713,REX HOSPITAL,340114,NC,READM-30-AMI-HRRP,655,1.014,16.5,16.3,109.0,07/01/2010,06/30/2013
587,GARDEN CITY HOSPITAL,230244,MI,READM-30-HF-HRRP,655,1.1614,26.7,23.0,184.0,07/01/2010,06/30/2013
3945,OAK HILL HOSPITAL,100264,FL,READM-30-HF-HRRP,655,1.0423,24.8,23.8,165.0,07/01/2010,06/30/2013
3208,BARNES JEWISH HOSPITAL,260032,MO,READM-30-AMI-HRRP,655,1.057,20.1,19.1,135.0,07/01/2010,06/30/2013
2762,BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-COPD-HRRP,655,1.0662,22.2,20.8,150.0,07/01/2010,06/30/2013
8289,BOONE HOSPITAL CENTER,260068,MO,READM-30-PN-HRRP,655,0.9783,16.1,16.4,104.0,07/01/2010,06/30/2013
11763,OSS ORTHOPAEDIC HOSPITAL,390325,PA,READM-30-HIP-KNEE-HRRP,656,0.919,4.3,4.7,27.0,07/01/2010,06/30/2013
5412,CONCORD HOSPITAL,300001,NH,READM-30-PN-HRRP,656,1.0186,16.3,16.0,108.0,07/01/2010,06/30/2013
9682,AULTMAN HOSPITAL,360084,OH,READM-30-PN-HRRP,656,0.9593,16.8,17.6,108.0,07/01/2010,06/30/2013
9523,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,390097,PA,READM-30-HF-HRRP,656,0.9616,22.2,23.0,143.0,07/01/2010,06/30/2013
7302,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-PN-HRRP,656,0.9915,18.2,18.4,119.0,07/01/2010,06/30/2013
13057,ST MARY'S MEDICAL CENTER,150100,IN,READM-30-HF-HRRP,656,0.8652,19.3,22.3,118.0,07/01/2010,06/30/2013
3784,MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-PN-HRRP,657,1.0451,16.5,15.8,111.0,07/01/2010,06/30/2013
10789,MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,MI,READM-30-HF-HRRP,657,0.9406,21.2,22.6,136.0,07/01/2010,06/30/2013
1454,MERCY HOSPITAL JEFFERSON,260023,MO,READM-30-HF-HRRP,657,1.105,27.1,24.5,184.0,07/01/2010,06/30/2013
5286,SAINT CLARE'S HOSPITAL,310050,NJ,READM-30-COPD-HRRP,658,1.0207,21.0,20.6,140.0,07/01/2010,06/30/2013
3557,BOSTON MEDICAL CENTER CORPORATION,220031,MA,READM-30-HF-HRRP,658,1.0495,24.5,23.3,164.0,07/01/2010,06/30/2013
12671,ST MARYS HOSPITAL,520083,WI,READM-30-HF-HRRP,659,0.8878,18.8,21.1,117.0,07/01/2010,06/30/2013
2549,PROVIDENCE HOSPITAL,90006,DC,READM-30-HF-HRRP,659,1.0711,24.1,22.5,163.0,07/01/2010,06/30/2013
1874,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,140116,IL,READM-30-HF-HRRP,659,1.0902,24.0,22.0,163.0,07/01/2010,06/30/2013
12443,IOWA METHODIST MEDICAL CENTER,160082,IA,READM-30-HF-HRRP,659,0.8981,18.7,20.8,117.0,07/01/2010,06/30/2013
12813,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,60124,CO,READM-30-HIP-KNEE-HRRP,659,0.8807,3.5,4.0,21.0,07/01/2010,06/30/2013
3675,GULF COAST REGIONAL MEDICAL CENTER,100242,FL,READM-30-HIP-KNEE-HRRP,659,1.0472,5.8,5.5,39.0,07/01/2010,06/30/2013
4331,NYACK HOSPITAL,330104,NY,READM-30-COPD-HRRP,659,1.0357,21.9,21.2,147.0,07/01/2010,06/30/2013
2985,BEEBE MEDICAL CENTER,80007,DE,READM-30-PN-HRRP,660,1.0616,17.9,16.9,122.0,07/01/2010,06/30/2013
11930,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,100026,FL,READM-30-PN-HRRP,660,0.9146,17.0,18.6,107.0,07/01/2010,06/30/2013
8366,MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-COPD-HRRP,660,0.9774,19.5,19.9,127.0,07/01/2010,06/30/2013
5931,WINCHESTER HOSPITAL,220105,MA,READM-30-PN-HRRP,661,1.0108,17.1,17.0,114.0,07/01/2010,06/30/2013
6457,ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-PN-HRRP,661,1.0032,17.5,17.5,116.0,07/01/2010,06/30/2013
3348,UNIVERSITY OF ALABAMA HOSPITAL,10033,AL,READM-30-HF-HRRP,661,1.054,24.0,22.8,162.0,07/01/2010,06/30/2013
533,MEDICAL CENTER OF CENTRAL GEORGIA,110107,GA,READM-30-AMI-HRRP,661,1.1695,19.4,16.6,137.0,07/01/2010,06/30/2013
7661,NEWTON-WELLESLEY HOSPITAL,220101,MA,READM-30-HIP-KNEE-HRRP,661,0.9867,4.7,4.8,31.0,07/01/2010,06/30/2013
6921,SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER,30038,AZ,READM-30-HIP-KNEE-HRRP,662,0.9964,4.8,4.9,32.0,07/01/2010,06/30/2013
7443,CAROLINAS MEDICAL  CENTER-PINEVILLE,340098,NC,READM-30-HF-HRRP,662,0.9895,21.7,21.9,143.0,07/01/2010,06/30/2013
1256,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",220171,MA,READM-30-AMI-HRRP,662,1.114,18.8,16.8,130.0,07/01/2010,06/30/2013
3427,MARYMOUNT HOSPITAL,360143,OH,READM-30-COPD-HRRP,662,1.0526,23.4,22.3,159.0,07/01/2010,06/30/2013
4043,TRIDENT MEDICAL CENTER,420079,SC,READM-30-PN-HRRP,662,1.0406,17.5,16.8,118.0,07/01/2010,06/30/2013
2540,LAWRENCE & MEMORIAL HOSPITAL,70007,CT,READM-30-HIP-KNEE-HRRP,662,1.0713,5.7,5.3,39.0,07/01/2010,06/30/2013
10566,ST JOSEPH MEDICAL CENTER,260085,MO,READM-30-PN-HRRP,662,0.945,15.8,16.7,101.0,07/01/2010,06/30/2013
494,BAPTIST MEMORIAL HOSPITAL DESOTO,250141,MS,READM-30-PN-HRRP,662,1.1737,20.4,17.4,145.0,07/01/2010,06/30/2013
8677,LEXINGTON MEDICAL CENTER,420073,SC,READM-30-HF-HRRP,663,0.9734,20.7,21.3,136.0,07/01/2010,06/30/2013
4564,RUSH UNIVERSITY MEDICAL CENTER,140119,IL,READM-30-HF-HRRP,663,1.0322,24.6,23.8,165.0,07/01/2010,06/30/2013
431,MIDWEST REGIONAL MEDICAL CENTER,370094,OK,READM-30-COPD-HRRP,663,1.1822,24.9,21.1,178.0,07/01/2010,06/30/2013
1939,MERCY MEDICAL CENTER,50444,CA,READM-30-PN-HRRP,663,1.0883,20.8,19.1,143.0,07/01/2010,06/30/2013
8086,ST LUKES HOSPITAL,240047,MN,READM-30-HIP-KNEE-HRRP,664,0.981,4.9,5.0,32.0,07/01/2010,06/30/2013
9897,ELIZA COFFEE MEMORIAL HOSPITAL,10006,AL,READM-30-COPD-HRRP,664,0.9559,17.3,18.1,112.0,07/01/2010,06/30/2013
13185,ASPIRUS WAUSAU HOSPITAL,520030,WI,READM-30-HF-HRRP,664,0.853,18.8,22.1,116.0,07/01/2010,06/30/2013
160,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-HF-HRRP,664,1.2486,29.3,23.4,208.0,07/01/2010,06/30/2013
7185,NORTH MISSISSIPPI MEDICAL CENTER,250004,MS,READM-30-HIP-KNEE-HRRP,664,0.993,4.7,4.7,31.0,07/01/2010,06/30/2013
8445,"BEAUMONT HOSPITAL, GROSSE POINTE",230089,MI,READM-30-COPD-HRRP,665,0.9766,21.2,21.7,139.0,07/01/2010,06/30/2013
672,BETHESDA NORTH,360179,OH,READM-30-HIP-KNEE-HRRP,665,1.1516,6.1,5.3,43.0,07/01/2010,06/30/2013
6689,BETHESDA  HOSPITAL EAST,100002,FL,READM-30-PN-HRRP,666,0.9997,17.1,17.1,114.0,07/01/2010,06/30/2013
2373,OCONEE MEDICAL CENTER,420009,SC,READM-30-PN-HRRP,667,1.0757,17.6,16.4,122.0,07/01/2010,06/30/2013
8934,ST JOSEPHS MERCY HEALTH CENTER INC,40026,AR,READM-30-HIP-KNEE-HRRP,667,0.9697,4.9,5.0,32.0,07/01/2010,06/30/2013
8422,ST ALEXIUS MEDICAL CENTER,140290,IL,READM-30-COPD-HRRP,667,0.9769,21.3,21.8,140.0,07/01/2010,06/30/2013
3491,BLAKE MEDICAL CENTER,100213,FL,READM-30-COPD-HRRP,667,1.051,20.1,19.2,138.0,07/01/2010,06/30/2013
4525,DANBURY HOSPITAL,70033,CT,READM-30-COPD-HRRP,667,1.033,21.4,20.7,145.0,07/01/2010,06/30/2013
11102,FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-COPD-HRRP,667,0.9343,19.9,21.4,128.0,07/01/2010,06/30/2013
3672,PROVIDENCE TARZANA MEDICAL CENTER,50761,CA,READM-30-HF-HRRP,667,1.0472,25.5,24.4,173.0,07/01/2010,06/30/2013
2094,SAINT LUKE'S SOUTH HOSPITAL,170185,KS,READM-30-HIP-KNEE-HRRP,668,1.0833,5.3,4.9,37.0,07/01/2010,06/30/2013
13714,KANSAS MEDICAL CENTER LLC,170197,KS,READM-30-HIP-KNEE-HRRP,668,0.6853,3.4,4.9,16.0,07/01/2010,06/30/2013
5373,MCLAREN - GREATER LANSING,230167,MI,READM-30-HF-HRRP,668,1.0192,22.9,22.5,154.0,07/01/2010,06/30/2013
3268,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,150044,IN,READM-30-HF-HRRP,668,1.0559,24.8,23.5,169.0,07/01/2010,06/30/2013
9608,NORWALK HOSPITAL ASSOCIATION,70034,CT,READM-30-HF-HRRP,668,0.9604,21.0,21.9,138.0,07/01/2010,06/30/2013
11328,MOTHER FRANCES HOSPITAL,450102,TX,READM-30-COPD-HRRP,668,0.9296,20.1,21.7,129.0,07/01/2010,06/30/2013
3887,ARIA HEALTH,390115,PA,READM-30-PN-HRRP,669,1.0434,19.0,18.3,130.0,07/01/2010,06/30/2013
71,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,40114,AR,READM-30-HIP-KNEE-HRRP,669,1.3177,6.3,4.8,47.0,07/01/2010,06/30/2013
13451,TOLEDO HOSPITAL THE,360068,OH,READM-30-AMI-HRRP,669,0.8209,14.1,17.2,84.0,07/01/2010,06/30/2013
6006,WINTER HAVEN HOSPITAL,100052,FL,READM-30-PN-HRRP,669,1.0098,16.8,16.6,113.0,07/01/2010,06/30/2013
13262,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,100070,FL,READM-30-AMI-HRRP,669,0.8458,13.9,16.4,84.0,07/01/2010,06/30/2013
11681,ST VINCENT HEART CENTER OF INDIANA LLC,150153,IN,READM-30-HF-HRRP,669,0.9213,19.4,21.0,125.0,07/01/2010,06/30/2013
6378,SAINT AGNES HOSPITAL,210011,MD,READM-30-COPD-HRRP,670,1.0042,21.0,20.9,141.0,07/01/2010,06/30/2013
468,ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-PN-HRRP,670,1.1769,19.7,16.8,142.0,07/01/2010,06/30/2013
2767,ST FRANCIS HOSPITAL,440183,TN,READM-30-HIP-KNEE-HRRP,670,1.0661,5.1,4.7,35.0,07/01/2010,06/30/2013
13645,CHI HEALTH BERGAN MERCY,280060,NE,READM-30-HIP-KNEE-HRRP,670,0.7511,3.7,5.0,20.0,07/01/2010,06/30/2013
12491,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,420051,SC,READM-30-HIP-KNEE-HRRP,670,0.8962,4.3,4.8,27.0,07/01/2010,06/30/2013
12973,PENINSULA REGIONAL MEDICAL CENTER,210019,MD,READM-30-COPD-HRRP,670,0.8705,19.1,22.0,118.0,07/01/2010,06/30/2013
10192,BAPTIST HOSPITAL OF MIAMI INC,100008,FL,READM-30-COPD-HRRP,671,0.9512,22.6,23.8,148.0,07/01/2010,06/30/2013
5497,JFK MEDICAL CENTER,100080,FL,READM-30-PN-HRRP,671,1.017,17.3,17.0,117.0,07/01/2010,06/30/2013
4262,"HOSPITAL OF CENTRAL CONNECTICUT, THE",70035,CT,READM-30-COPD-HRRP,671,1.0368,21.9,21.2,150.0,07/01/2010,06/30/2013
6749,MERCY HOSPITAL FAIRFIELD,360056,OH,READM-30-HF-HRRP,672,0.9988,21.7,21.8,146.0,07/01/2010,06/30/2013
13174,PROVIDENCE ST PETER HOSPITAL,500024,WA,READM-30-HF-HRRP,672,0.8542,18.9,22.1,118.0,07/01/2010,06/30/2013
12440,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,150051,IN,READM-30-PN-HRRP,672,0.8983,14.9,16.6,94.0,07/01/2010,06/30/2013
1861,ELKHART GENERAL HOSPITAL,150018,IN,READM-30-COPD-HRRP,672,1.0906,22.5,20.7,158.0,07/01/2010,06/30/2013
4885,ARIA HEALTH,390115,PA,READM-30-COPD-HRRP,672,1.0264,21.0,20.5,143.0,07/01/2010,06/30/2013
8631,TENNOVA HEALTHCARE,440120,TN,READM-30-COPD-HRRP,673,0.9739,20.1,20.6,133.0,07/01/2010,06/30/2013
552,BETH ISRAEL DEACONESS MEDICAL CENTER,220086,MA,READM-30-AMI-HRRP,673,1.1669,21.0,18.0,150.0,07/01/2010,06/30/2013
12584,HILLCREST HOSPITAL,360230,OH,READM-30-COPD-HRRP,674,0.8917,18.3,20.5,115.0,07/01/2010,06/30/2013
999,MOUNTAINVIEW HOSPITAL,290039,NV,READM-30-HF-HRRP,674,1.1294,27.1,24.0,190.0,07/01/2010,06/30/2013
9311,CARILION ROANOKE MEMORIAL HOSPITAL,490024,VA,READM-30-COPD-HRRP,674,0.9644,20.1,20.9,133.0,07/01/2010,06/30/2013
12677,FLORIDA HOSPITAL WATERMAN,100057,FL,READM-30-PN-HRRP,675,0.8874,15.4,17.4,97.0,07/01/2010,06/30/2013
6355,ST LUCIE MEDICAL CENTER,100260,FL,READM-30-HF-HRRP,675,1.0045,23.2,23.1,157.0,07/01/2010,06/30/2013
6277,"UNITED HEALTH SERVICES HOSPITALS, INC",330394,NY,READM-30-HF-HRRP,675,1.0057,22.8,22.6,154.0,07/01/2010,06/30/2013
6403,LEESBURG REGIONAL MEDICAL CENTER,100084,FL,READM-30-PN-HRRP,675,1.0039,18.8,18.7,127.0,07/01/2010,06/30/2013
6143,ST MARY MEDICAL CENTER,390258,PA,READM-30-PN-HRRP,675,1.0076,17.9,17.7,121.0,07/01/2010,06/30/2013
4410,SCOTT & WHITE MEMORIAL HOSPITAL,450054,TX,READM-30-PN-HRRP,676,1.0344,20.2,19.6,139.0,07/01/2010,06/30/2013
11754,BAYSTATE MEDICAL CENTER,220077,MA,READM-30-COPD-HRRP,676,0.9193,19.7,21.4,127.0,07/01/2010,06/30/2013
3884,METROSOUTH MEDICAL CENTER,140118,IL,READM-30-HF-HRRP,676,1.0434,24.8,23.7,170.0,07/01/2010,06/30/2013
5385,MCLAREN MACOMB,230227,MI,READM-30-COPD-HRRP,676,1.019,23.7,23.3,162.0,07/01/2010,06/30/2013
3216,GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-AMI-HRRP,676,1.0568,16.1,15.3,112.0,07/01/2010,06/30/2013
7157,BRYAN MEDICAL CENTER,280003,NE,READM-30-COPD-HRRP,676,0.9933,19.9,20.0,134.0,07/01/2010,06/30/2013
13265,OWENSBORO HEALTH REGIONAL HOSPITAL,180038,KY,READM-30-PN-HRRP,676,0.8456,16.3,19.3,100.0,07/01/2010,06/30/2013
38,SINAI HOSPITAL OF BALTIMORE,210012,MD,READM-30-HIP-KNEE-HRRP,676,1.3803,8.0,5.8,60.0,07/01/2010,06/30/2013
6707,SADDLEBACK MEMORIAL MEDICAL CENTER,50603,CA,READM-30-HF-HRRP,676,0.9994,21.9,21.9,148.0,07/01/2010,06/30/2013
5868,MERCY REGIONAL MEDICAL CENTER,360172,OH,READM-30-COPD-HRRP,677,1.0116,21.9,21.6,149.0,07/01/2010,06/30/2013
1820,FAIRVIEW HOSPITAL,360077,OH,READM-30-COPD-HRRP,677,1.0917,23.8,21.8,168.0,07/01/2010,06/30/2013
5698,DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,READM-30-HF-HRRP,677,1.0144,25.1,24.8,171.0,07/01/2010,06/30/2013
4184,COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-HIP-KNEE-HRRP,677,1.0383,5.2,5.0,36.0,07/01/2010,06/30/2013
2744,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,MD,READM-30-PN-HRRP,677,1.0665,18.5,17.3,129.0,07/01/2010,06/30/2013
3548,ST ELIZABETH HEALTH CENTER,360064,OH,READM-30-HF-HRRP,678,1.0497,24.5,23.3,169.0,07/01/2010,06/30/2013
8114,VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,READM-30-PN-HRRP,678,0.9806,17.9,18.2,120.0,07/01/2010,06/30/2013
12463,LAWRENCE & MEMORIAL HOSPITAL,70007,CT,READM-30-HF-HRRP,679,0.8973,20.5,22.9,133.0,07/01/2010,06/30/2013
1426,ENLOE MEDICAL CENTER,50039,CA,READM-30-PN-HRRP,679,1.1068,18.5,16.8,132.0,07/01/2010,06/30/2013
11890,WHEATON FRANCISCAN ST JOSEPH,520136,WI,READM-30-HF-HRRP,679,0.9157,20.5,22.4,134.0,07/01/2010,06/30/2013
2371,"WAKEMED, RALEIGH CAMPUS",340069,NC,READM-30-COPD-HRRP,679,1.0758,23.2,21.6,163.0,07/01/2010,06/30/2013
10212,OCALA REGIONAL MEDICAL CENTER,100212,FL,READM-30-PN-HRRP,679,0.9508,16.6,17.5,110.0,07/01/2010,06/30/2013
10139,COVENANT MEDICAL CENTER,450040,TX,READM-30-AMI-HRRP,679,0.9521,15.8,16.6,105.0,07/01/2010,06/30/2013
10211,BAYHEALTH - KENT GENERAL HOSPITAL,80004,DE,READM-30-HF-HRRP,680,0.9508,21.8,22.9,145.0,07/01/2010,06/30/2013
13107,GLENS FALLS HOSPITAL,330191,NY,READM-30-COPD-HRRP,680,0.8614,20.3,23.6,127.0,07/01/2010,06/30/2013
4823,LEXINGTON MEDICAL CENTER,420073,SC,READM-30-PN-HRRP,680,1.0277,16.2,15.8,112.0,07/01/2010,06/30/2013
6692,JUPITER MEDICAL CENTER,100253,FL,READM-30-HIP-KNEE-HRRP,680,0.9996,5.6,5.6,38.0,07/01/2010,06/30/2013
13536,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,150162,IN,READM-30-COPD-HRRP,680,0.7963,16.8,21.1,98.0,07/01/2010,06/30/2013
6365,LAREDO MEDICAL CENTER,450029,TX,READM-30-PN-HRRP,680,1.0043,18.5,18.4,126.0,07/01/2010,06/30/2013
423,SINAI-GRACE HOSPITAL,230024,MI,READM-30-HF-HRRP,681,1.183,31.3,26.5,224.0,07/01/2010,06/30/2013
12146,PALM BEACH GARDENS MEDICAL CENTER,100176,FL,READM-30-HF-HRRP,681,0.9084,20.8,22.9,136.0,07/01/2010,06/30/2013
12328,MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-HF-HRRP,682,0.9027,19.5,21.6,127.0,07/01/2010,06/30/2013
1833,PARMA COMMUNITY GENERAL HOSPITAL,360041,OH,READM-30-PN-HRRP,682,1.0914,19.9,18.2,141.0,07/01/2010,06/30/2013
5915,SUMMA HEALTH SYSTEMS HOSPITALS,360020,OH,READM-30-PN-HRRP,682,1.0111,18.7,18.5,128.0,07/01/2010,06/30/2013
11243,CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,READM-30-PN-HRRP,682,0.9314,17.1,18.3,112.0,07/01/2010,06/30/2013
4044,PARKWEST MEDICAL CENTER,440173,TN,READM-30-HF-HRRP,682,1.0406,23.1,22.2,160.0,07/01/2010,06/30/2013
6422,ST RITA'S MEDICAL CENTER,360066,OH,READM-30-COPD-HRRP,683,1.0037,20.5,20.4,140.0,07/01/2010,06/30/2013
1580,CHESAPEAKE GENERAL HOSPITAL,490120,VA,READM-30-HF-HRRP,683,1.1004,25.8,23.4,182.0,07/01/2010,06/30/2013
2018,NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-AMI-HRRP,683,1.0853,18.2,16.8,129.0,07/01/2010,06/30/2013
10554,FLORIDA HOSPITAL TAMPA,100173,FL,READM-30-HIP-KNEE-HRRP,683,0.9452,5.0,5.3,33.0,07/01/2010,06/30/2013
4426,BROOKWOOD MEDICAL CENTER,10139,AL,READM-30-HIP-KNEE-HRRP,683,1.0341,4.9,4.7,34.0,07/01/2010,06/30/2013
11237,BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-HIP-KNEE-HRRP,684,0.9316,6.3,6.8,42.0,07/01/2010,06/30/2013
13333,SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-HIP-KNEE-HRRP,684,0.8375,4.1,4.9,25.0,07/01/2010,06/30/2013
12139,COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,READM-30-HF-HRRP,685,0.9086,21.4,23.6,141.0,07/01/2010,06/30/2013
1245,VALLEY PRESBYTERIAN HOSPITAL,50126,CA,READM-30-HIP-KNEE-HRRP,685,1.1146,6.3,5.6,45.0,07/01/2010,06/30/2013
12088,CHRISTUS HOSPITAL,450034,TX,READM-30-COPD-HRRP,685,0.9102,19.0,20.8,123.0,07/01/2010,06/30/2013
4150,BORGESS MEDICAL CENTER,230117,MI,READM-30-HIP-KNEE-HRRP,685,1.0388,5.3,5.1,37.0,07/01/2010,06/30/2013
590,ST CATHERINE OF SIENA HOSPITAL,330401,NY,READM-30-HF-HRRP,685,1.1609,26.3,22.6,189.0,07/01/2010,06/30/2013
8428,PORTER REGIONAL HOSPITAL,150035,IN,READM-30-COPD-HRRP,686,0.9768,20.8,21.3,141.0,07/01/2010,06/30/2013
5098,HOLY NAME MEDICAL CENTER,310008,NJ,READM-30-COPD-HRRP,686,1.0231,20.9,20.4,145.0,07/01/2010,06/30/2013
3854,RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-HF-HRRP,686,1.0439,23.0,22.0,160.0,07/01/2010,06/30/2013
523,ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,READM-30-COPD-HRRP,686,1.1703,22.9,19.6,169.0,07/01/2010,06/30/2013
1440,HOUSTON ORTHOPEDIC AND SPINE HOSPITAL,670012,TX,READM-30-HIP-KNEE-HRRP,686,1.106,5.0,4.5,36.0,07/01/2010,06/30/2013
5107,RIVERSIDE METHODIST HOSPITAL,360006,OH,READM-30-COPD-HRRP,687,1.023,21.4,21.0,149.0,07/01/2010,06/30/2013
2056,SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-HF-HRRP,687,1.0845,23.9,22.0,169.0,07/01/2010,06/30/2013
4719,"MEMORIAL HEALTH UNIV MED CEN, INC",110036,GA,READM-30-HF-HRRP,687,1.0296,22.5,21.8,156.0,07/01/2010,06/30/2013
7921,METHODIST HOSPITAL,450388,TX,READM-30-HIP-KNEE-HRRP,687,0.9832,5.3,5.4,36.0,07/01/2010,06/30/2013
4105,"COVENANT MEDICAL CENTER, INC",230070,MI,READM-30-PN-HRRP,687,1.0394,20.2,19.4,141.0,07/01/2010,06/30/2013
5855,MIAMI VALLEY HOSPITAL,360051,OH,READM-30-PN-HRRP,687,1.0119,18.4,18.2,127.0,07/01/2010,06/30/2013
9969,BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,READM-30-COPD-HRRP,687,0.9549,21.5,22.5,144.0,07/01/2010,06/30/2013
12991,UPMC ALTOONA,390073,PA,READM-30-HF-HRRP,687,0.8694,20.0,23.0,129.0,07/01/2010,06/30/2013
10292,ST BERNARDS MEDICAL CENTER,40020,AR,READM-30-COPD-HRRP,688,0.9496,18.4,19.4,123.0,07/01/2010,06/30/2013
13669,BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,READM-30-HIP-KNEE-HRRP,688,0.7353,3.5,4.8,19.0,07/01/2010,06/30/2013
